Ticker,Description,Last,Change,%,Change,Rating,Volume,Market,Capitalization,Price,to,Earnings,Ratio,(TTM),Basic,EPS,(TTM),Number,of,Employees,Sector
HEES,"H&E Equipment Services, Inc.",34.11,5.01847291,1.63,Buy,688843,1231118601.25947,79.58699264,0.4256,2254,Finance,,,,,,,,,,
HEI,Heico,Corporation,125.51,0.87606494,1.09,Neutral,1015265,15906666783.1418,62.79834987,2.0742,5200,Electronic,Technology,,,,,,,,
HELE,Helen,of,Troy,Limited,230.39,-1.70236368,-3.99,Buy,399909,5552087997.20877,23.34067254,10.0677,1769,Consumer,Durables,,,,,,
HEP,"Holly Energy Partners, L.P.",18.835,1.37244349,0.255,Sell,898542,1985966099.07049,10.21604421,1.7913,644,Industrial,Services,,,,,,,,,
HEPA,"Hepion Pharmaceuticals, Inc.",1.56,-6.02409639,-0.1,Sell,14608776,118916367.773585,,-1.0626,13,Health,Technology,,,,,,,,,
HES,Hess,Corporation,72.65,7.20082632,4.88,Buy,8667362,22497739790,,-0.528,1621,Energy,Minerals,,,,,,,,
HESM,Hess,Midstream,LP,27.11,3.27619048,0.86,Strong,Buy,522616,7714295403.60679,17.26956746,1.5634,196,Energy,Minerals,,,,,,
HFC,HollyFrontier,Corporation,31.042,5.12021673,1.512,Sell,5218410,5044019836.64528,26.47510232,1.1728,3891,Energy,Minerals,,,,,,,,
HFFG,HF,Foods,Group,Inc.,5.7,-4.04040404,-0.24,Sell,335443,295906446.597938,49.61636829,0.1173,780,Distribution,Services,,,,,,
HFWA,Heritage,Financial,Corporation,23.67,-1.0865023,-0.26,Strong,Sell,415969,851425544.375157,8.7814015,2.7422,852,Finance,,,,,,,
HGEN,"Humanigen, Inc.",6.54,-4.94186047,-0.34,Strong,Sell,16587048,388518662.021841,,-3.7811,10,Health,Technology,,,,,,,,
HGSH,"China HGS Real Estate, Inc.",1.64,-6.28571429,-0.11,Strong,Sell,233489,42013202.8023952,3.68572059,0.4531,139,Consumer,Durables,,,,,,,,
HGV,Hilton,Grand,Vacations,Inc.,46.61,5.21444695,2.31,Buy,2560035,5578216108.33572,,-1.8667,6700,Finance,,,,,,,
HHC,Howard,Hughes,Corporation,(The),89.1344,1.45048941,1.2744,Sell,670348,4913646296.58519,69.44574187,1.2866,600,Finance,,,,,,,
HHLA,HH&L,Acquisition,Co.,9.69,0,0,Sell,43358,501457504.994845,,,,Finance,,,,,,,,
HHR,HeadHunter,Group,PLC,53.825,0.53231229,0.285,Buy,486122,2739304229,63.17010907,0.8864,226,Technology,Services,,,,,,,
HI,Hillenbrand,Inc,41.61,-2.14016933,-0.91,Sell,1440619,3039126708.43441,16.92618807,2.4896,11000,Producer,Manufacturing,,,,,,,,
HIBB,"Hibbett, Inc.",81.375,0.79895949,0.645,Neutral,2373988,1204790548.21562,7.50685494,11.1404,10700,Retail,Trade,,,,,,,,,
HIG,"Hartford Financial Services Group, Inc. (The)",70.08,1.65361184,1.14,Strong,Buy,8574982,24330771046.6299,11.91056086,5.9744,18500,Finance,,,,,,,,,
HIHO,Highway,Holdings,Limited,4,2.56410256,0.1,Buy,251392,16147301.2531328,197.52475248,0.025,200,Producer,Manufacturing,,,,,,,
HII,"Huntington Ingalls Industries, Inc.",195.97,-1.11514785,-2.21,Sell,712523,7866369374.41125,10.77613022,18.4987,42000,Electronic,Technology,,,,,,,,,
HIL,"Hill International, Inc.",2.31,-3.75,-0.09,Strong,Sell,507855,130871004.297297,,-0.0496,2704,Industrial,Services,,,,,,,,
HIMS,"Hims & Hers Health, Inc.",8.57,-1.60734788,-0.14,Sell,7446703,1741701288.98037,,,181,Technology,Services,,,,,,,,,
HIMX,"Himax Technologies, Inc.",11.13,-6.47058824,-0.77,Sell,8935517,2000963920,9.15470494,1.2557,2056,Electronic,Technology,,,,,,,,,
HIPO,Hippo,Holdings,Inc.,5.255,-10.4770017,-0.615,Strong,Sell,18385450,2937746341.2939,,,,Technology,Services,,,,,,
HIW,"Highwoods Properties, Inc.",45.17,4.72988639,2.04,Buy,3019404,4680049457,19.86113568,2.2715,359,Finance,,,,,,,,,,
HJLI,"Hancock Jaffe Laboratories, Inc. Common Stock",8.595,-0.75057737,-0.065,Buy,928196,81362335.7982558,,-4.9897,19,Health,Technology,,,,,,,,,
HL,Hecla,Mining,Company,5.675,-6.19834711,-0.375,Sell,27103340,3047341916.64367,98.71794872,0.0632,1600,Non-Energy,Minerals,,,,,,,
HLBZ,"Helbiz, Inc.",8.89,-19.18181818,-2.11,Strong,Sell,2563805,262319508.68836,,-0.2724,,Finance,,,,,,,,,
HLF,Herbalife,Nutrition,Ltd.,43.16,-19.31202094,-10.33,Strong,Sell,17009692,4989095286.11765,9.91056378,4.3723,9900,Distribution,Services,,,,,,
HLI,"Houlihan Lokey, Inc.",91.13,2.68169014,2.38,Strong,Buy,930377,6235118663.67552,17.84741411,5.3227,1574,Finance,,,,,,,,,
HLIT,Harmonic,Inc.,9.04,1.8018018,0.16,Buy,3629636,920323455.599555,,0.0012,1169,Electronic,Technology,,,,,,,,
HLLY,Holley,Inc.,11.48,-2.04778157,-0.24,Buy,1153559,1354561292.43941,,,,Producer,Manufacturing,,,,,,,,
HLMN,Hillman,Solutions,Corp.,12.45,-0.16038492,-0.02,Buy,11098175,2335240455.26253,,-0.7526,5,Distribution,Services,,,,,,,
HLNE,Hamilton,Lane,Incorporated,85.14,-2.64150943,-2.31,Sell,616604,4589646099.26037,25.19645643,3.4124,450,Finance,,,,,,,,
HLT,Hilton,Worldwide,Holdings,Inc.,132.16,3.73626374,4.76,Strong,Buy,5536537,36831140662.6898,,-1.0135,141000,Consumer,Services,,,,,
HLX,"Helix Energy Solutions Group, Inc.",3.8,7.04225352,0.25,Sell,6523315,573021293.72449,51.57894737,0.0771,1536,Industrial,Services,,,,,,,,,
HMHC,Houghton,Mifflin,Harcourt,Company,13.945,5.80424886,0.765,Strong,Buy,2048368,1780318699.76766,,-1.1392,2600,Consumer,Services,,,,,
HMLP,Hoegh,LNG,Partners,LP,4.57,-1.50862069,-0.07,Sell,1598812,152459968,3.0924347,1.4781,,Transportation,,,,,,,
HMN,Horace,Mann,Educators,Corporation,38.915,-2.54194841,-1.015,Sell,432282,1614471109.31893,9.64168253,4.0592,1490,Finance,,,,,,,
HMPT,Home,Point,Capital,Inc.,3.99,-0.74626866,-0.03,Sell,262195,556571636.6175,,,,Finance,,,,,,,
HMST,"HomeStreet, Inc.",36.86,-2.30585741,-0.87,Sell,309339,766491386.536888,7.25305628,5.1841,1013,Finance,,,,,,,,,,
HNGR,"Hanger, Inc.",21.94,0.32007316,0.07,Sell,458176,848868493.980874,28.83782009,0.7757,4700,Health,Services,,,,,,,,,
HNI,HNI,Corporation,37.02,3.46562325,1.24,Sell,650315,1624259911.02276,18.7138655,1.992,7700,Producer,Manufacturing,,,,,,,,
HNRG,Hallador,Energy,Company,2.4801,-2.74117647,-0.0699,Neutral,589425,75922236.8835409,,-0.2201,644,Energy,Minerals,,,,,,,
HNST,"The Honest Company, Inc.",10.605,3.3625731,0.345,Neutral,3393860,957338090.309005,,-0.434,191,Retail,Trade,,,,,,,,,
HOFV,Hall,of,Fame,Resort,&,Entertainment,Company,2.8899,-3.99003322,-0.1201,Strong,Sell,5249984,274521600.675484,,-2.3747,30,Consumer,Services,,
HOG,"Harley-Davidson, Inc.",38.47,3.69272237,1.37,Neutral,4165385,5918455165.66117,12.2721519,3.1861,4600,Consumer,Durables,,,,,,,,,
HOLI,"Hollysys Automation Technologies, Ltd.",20.8,6.7761807,1.32,Strong,Buy,1655389,1274522033.73308,18.04852505,1.1496,3598,Electronic,Technology,,,,,,,,
HOLX,"Hologic, Inc.",77,-3.73796725,-2.99,Buy,5840988,19518530200.773,9.95638789,7.8808,5814,Health,Technology,,,,,,,,,
HOMB,"Home BancShares, Inc.",22.71,7.73244782,1.63,Buy,3114297,3726358927.01206,11.49342646,1.9491,2018,Finance,,,,,,,,,,
HON,Honeywell,International,Inc.,219.87,-1.12425237,-2.5,Sell,8574519,151798080581.824,31.47485589,7.1261,103000,Producer,Manufacturing,,,,,,,
HONE,"HarborOne Bancorp, Inc.",13.16,-1.05263158,-0.14,Sell,759856,725774925.483724,11.1807025,1.1894,633,Finance,,,,,,,,,,
HOOK,HOOKIPA,Pharma,Inc.,6.51,1.71875,0.11,Sell,984243,194601616.944268,,-2.039,109,Health,Technology,,,,,,,
HOPE,"Hope Bancorp, Inc.",13.485,1.23873874,0.165,Sell,2970324,1657281809.67897,10.64961881,1.2664,1408,Finance,,,,,,,,,,
HOTH,"Hoth Therapeutics, Inc.",1.25,-6.01503759,-0.08,Sell,584083,29842033,,-0.5932,3,Health,Technology,,,,,,,,,
HOV,"Hovnanian Enterprises, Inc.",103.67,0.39705598,0.41,Buy,233076,592318844.473245,1.21900782,87.3811,1697,Consumer,Durables,,,,,,,,,
HP,"Helmerich & Payne, Inc.",26.83,-0.0744879,-0.02,Sell,4045299,2894924240.4025,,-2.8526,3634,Industrial,Services,,,,,,,,,
HPE,Hewlett,Packard,Enterprise,Company,13.76,-3.84346611,-0.55,Sell,48848869,17998768372.5415,17.67429895,0.7892,59400,Electronic,Technology,,,,,,
HPP,"Hudson Pacific Properties, Inc.",26.58,1.91717791,0.5,Sell,2138076,4078814134,,-0.0429,375,Finance,,,,,,,,,,
HPQ,HP,Inc.,28.115,0.41071429,0.115,Neutral,25107933,32403066914.0002,8.65995352,3.2572,53000,Electronic,Technology,,,,,,,,
HQY,"HealthEquity, Inc.",61.9,-2.96284684,-1.89,Sell,1870186,5169205759.52257,4512.5,0.0154,3001,Finance,,,,,,,,,,
HR,Healthcare,Realty,Trust,Incorporated,31.19,3.07336418,0.93,Strong,Buy,5001569,4475037140,114.95327103,0.2678,308,Finance,,,,,,
HRB,"H&R Block, Inc.",24.99,0.84745763,0.21,Buy,5475947,4449596623.17465,7.84060074,3.2589,72400,Consumer,Services,,,,,,,,,
HRC,Hill-Rom,Holdings,Inc,150.9,0.01988467,0.03,Buy,4420733,9932759481.46711,42.62364379,3.5756,10000,Health,Technology,,,,,,,
HRI,Herc,Holdings,Inc.,130.85,2.03524641,2.61,Buy,592740,3879210996.29068,24.60733995,5.2887,4800,Finance,,,,,,,,
HRL,Hormel,Foods,Corporation,41.915,-0.93358544,-0.395,Sell,9763658,22741271908.1943,26.44496725,1.5944,19100,Consumer,Non-Durables,,,,,,,
HRMY,"Harmony Biosciences Holdings, Inc.",36.99,2.01323773,0.73,Buy,1940605,2108743306.82641,125.04299966,0.302,150,Health,Technology,,,,,,,,,
HROW,"Harrow Health, Inc.",9.185,-10.65175097,-1.095,Buy,477148,247020441.052486,34.6743295,0.2759,125,Health,Technology,,,,,,,,,
HRTG,"Heritage Insurance Holdings, Inc.",5.77,-11.63859112,-0.76,Strong,Sell,1057563,161601587.79868,,-0.414,641,Finance,,,,,,,,,
HRTX,"Heron Therapeutics, Inc.",11.675,0.21459227,0.025,Sell,3829405,1189793309.3675,,-2.5202,223,Health,Technology,,,,,,,,,
HRZN,Horizon,Technology,Finance,Corporation,16.79,0.84084084,0.14,Buy,348590,336238129.585799,28.68295995,0.5892,,Miscellaneous,,,,,,,
HSC,Harsco,Corporation,16.55,-3.89082462,-0.67,Sell,1037460,1310600330.97705,,-0.0293,12000,Industrial,Services,,,,,,,,
HSIC,"Henry Schein, Inc.",78.43,2.1756123,1.67,Strong,Buy,2199459,10956138336.0742,18.56167135,4.262,19000,Distribution,Services,,,,,,,,
HSII,"Heidrick & Struggles International, Inc.",43.6,4.78250421,1.99,Strong,Buy,372351,851478445.266259,63.62456747,0.7626,1563,Commercial,Services,,,,,,,,
HST,Host,Hotels,16.53,3.37711069,0.54,Buy,19925059,11809122521,,-0.8348,163,Finance,,,,,,,,,
HSTO,Histogen,Inc.,0.824277,-9.74739954,-0.089023,Sell,1379873,34396467.2760211,,-0.7567,19,Health,Technology,,,,,,,,
HSY,The,Hershey,Company,175.6,0.30846567,0.54,Buy,1869993,36180544127.4754,25.45285378,7.5138,16880,Consumer,Non-Durables,,,,,,,
HT,Hersha,Hospitality,Trust,9.4996,6.97747748,0.6196,Sell,1189145,367467745,,-3.0884,32,Finance,,,,,,,,
HTA,"Healthcare Trust of America, Inc.",30.98,2.95779329,0.89,Buy,8033905,6698977802,83.7941418,0.3715,333,Finance,,,,,,,,,,
HTBK,Heritage,Commerce,Corp,11,1.47601476,0.16,Sell,601583,662272224,15.49950683,0.7165,335,Finance,,,,,,,,
HTBX,"Heat Biologics, Inc.",6.18,-1.59235669,-0.1,Strong,Sell,1092679,156955786.588235,,-1.2882,39,Health,Technology,,,,,,,,
HTGC,"Hercules Capital, Inc.",16.94,1.9253911,0.32,Buy,2599868,1960689631.05994,5.81054519,2.9672,82,Finance,,,,,,,,,,
HTH,Hilltop,Holdings,Inc.,31.72,-1.88679245,-0.61,Sell,1605139,2574224169.61932,5.58709135,5.7267,4900,Finance,,,,,,,,
HTLD,"Heartland Express, Inc.",16.035,-1.20147874,-0.195,Strong,Sell,865983,1274627095.85397,17.96944198,0.9038,,Transportation,,,,,,,,,
HTLF,"Heartland Financial USA, Inc.",46.75,1.19047619,0.55,Neutral,438410,1974990641.19718,9.72582553,,2013,Finance,,,,,,,,,,
HTPA,Highland,Transcend,Partners,I,Corp.,9.92,0.4048583,0.04,Strong,Buy,966671,372000003,,,3,Finance,,,,,
HUBB,Hubbell,Inc,187.86,-2.22754242,-4.28,Sell,1167046,10215918338.4298,29.0148448,6.6425,19100,Producer,Manufacturing,,,,,,,,
HUBG,"Hub Group, Inc.",70.13,2.2750474,1.56,Buy,571801,2410480631.90978,25.75600356,2.7321,5000,Transportation,,,,,,,,,,
HUBS,"HubSpot, Inc.",699.58,4.29506388,28.81,Strong,Buy,1607446,32884008321.5271,,-1.8525,4225,Technology,Services,,,,,,,,
HUDI,"Huadi International Group Co., Ltd.",4.35,-1.13636364,-0.05,Neutral,29989,57093747.0103093,,,,Non-Energy,Minerals,,,,,,,,,
HUIZ,Huize,Holding,Limited,2.18,-8.40336134,-0.2,Sell,1810922,112887021,,-0.1855,1314,Finance,,,,,,,,
HUM,Humana,Inc.,398.285,-0.91919996,-3.695,Sell,3578929,51181482168.1504,21.19237497,19.0439,49600,Health,Services,,,,,,,,
HUMA,"Humacyte, Inc.",13.875,-0.03602305,-0.005,Buy,1413543,1429171922.72727,,-0.3378,,Health,Technology,,,,,,,,,
HUN,Huntsman,Corporation,27.34,0.44085231,0.12,Buy,9347802,6067563428.97291,9.63770417,2.8603,9000,Process,Industries,,,,,,,,
HURN,Huron,Consulting,Group,Inc.,50.74,3.3401222,1.64,Buy,355315,1138904569.76792,47.89096126,1.0648,3807,Commercial,Services,,,,,,
HUSA,Houston,American,Energy,Corporation,2.07,9.52380952,0.18,Buy,2519428,20541308.625,,-0.4658,2,Energy,Minerals,,,,,,
HUSN,Hudson,Capital,Inc.,2.56,-8.2437276,-0.23,Sell,191630,16399734.2254546,,-1.3779,10,Finance,,,,,,,,
HUYA,HUYA,Inc.,9.215,-8.49056604,-0.855,Sell,11230147,2207398623,16.97665937,0.5626,2075,Technology,Services,,,,,,,,
HVT,"Haverty Furniture Companies, Inc.",34.02,-3.15969257,-1.11,Sell,843705,623312956.720047,7.58102749,4.694,2766,Retail,Trade,,,,,,,,,
HWC,Hancock,Whitney,Corporation,43.995,1.53473344,0.665,Neutral,1222798,3820995127.40406,10.15032345,4.3007,3986,Finance,,,,,,,,
HWM,Howmet,Aerospace,Inc.,31.46,0.76873799,0.24,Buy,6017448,13493577133.8557,48.01259937,0.6736,19700,Electronic,Technology,,,,,,,
HXL,Hexcel,Corporation,58.59,5.35874843,2.98,Buy,2030032,4912728063.3416,,-0.2563,4647,Electronic,Technology,,,,,,,,
HYAC,Haymaker,Acquisition,Corp.,III,9.71,0.83073728,0.08,Neutral,15697,385365627,,,,Finance,,,,,,,
HYFM,"Hydrofarm Holdings Group, Inc.",45.73,-13.40655179,-7.08,Sell,4940001,2008758013.17747,,-0.0329,327,Producer,Manufacturing,,,,,,,,,
HYLN,Hyliion,Holdings,Corp.,8.32,-2.11764706,-0.18,Sell,8175697,1488223163.36342,,-0.4585,91,Producer,Manufacturing,,,,,,,
HYMC,Hycroft,Mining,Holding,Corporation,1.6601,-5.67613636,-0.0999,Sell,531847,99568347.9554706,,-1.2646,240,Non-Energy,Minerals,,,,,,
HYRE,HyreCar,Inc.,9.66,-20.42833608,-2.48,Sell,3073149,205639805.895599,,-1.2417,86,Finance,,,,,,,,,
HYZN,Hyzon,Motors,Inc.,10.24,-0.67895247,-0.07,Buy,6552890,2531488877.28063,,-1.0893,,Distribution,Services,,,,,,,
HZAC,Horizon,Acquisition,Corporation,9.975,0.05015045,0.005,Buy,1437387,678280484.217653,,-0.1538,1,Finance,,,,,,,,
HZNP,Horizon,Therapeutics,Public,Limited,Company,107.1,-0.59402265,-0.64,Buy,3039348,24193180027.0623,47.17367134,2.3933,1395,Health,Technology,,,,,
HZO,"MarineMax, Inc. (FL)",49.52,3.46844964,1.66,Buy,906034,1076831891.93659,7.52894855,6.7015,1736,Retail,Trade,,,,,,,,,
HZON,Horizon,Acquisition,Corporation,II,9.79,0,0,Neutral,1115992,642468762.986735,158.83306321,0.0617,,Finance,,,,,,,
IAA,"IAA, Inc.",54.99,4.60338596,2.42,Sell,1967239,7412476212.81423,26.77843001,2.0245,3640,Retail,Trade,,,,,,,,,
IAC,IAC/InterActiveCorp,138.47,5.33242051,7.01,Buy,1408698,12356305372.6077,10.23338086,14.0146,8200,Technology,Services,,,,,,,,,
IACB,ION,Acquisition,Corp,2,Ltd.,9.91,0.55809234,0.055,Buy,115453,313403745.987854,,,,Finance,,,,,,
IART,Integra,LifeSciences,Holdings,Corporation,68.49,-2.47757369,-1.74,Sell,1310703,5792852169.77696,28.66068104,2.4345,3700,Health,Technology,,,,,,
IBIO,"iBio, Inc.",1.13,-3.41880342,-0.04,Strong,Sell,7681233,246170887.428571,,-0.1519,51,Health,Technology,,,,,,,,
IBKR,"Interactive Brokers Group, Inc.",61.36,-2.29299363,-1.44,Sell,2307375,26022977462.0162,17.34848911,3.5868,2033,Finance,,,,,,,,,,
IBM,International,Business,Machines,Corporation,136.6,-0.30652459,-0.42,Sell,13319322,122437318614.945,23.14908551,5.9731,375300,Technology,Services,,,,,,
IBOC,International,Bancshares,Corporation,40.14,-0.86441097,-0.35,Sell,628487,2543764060.52075,10.98269033,3.6921,2456,Finance,,,,,,,,
IBP,"Installed Building Products, Inc.",120.115,-1.36721958,-1.665,Buy,551790,3567581717.65228,32.02760028,3.7574,8950,Distribution,Services,,,,,,,,,
IBRX,"ImmunityBio, Inc.",9.66,-2.3255814,-0.23,Sell,3810256,3778571613.35423,,-0.9345,171,Health,Technology,,,,,,,,,
IBTX,"Independent Bank Group, Inc",65.79,0.16747868,0.11,Sell,410789,2840050660.75304,12.05172351,5.4631,1513,Finance,,,,,,,,,,
ICAD,icad,inc.,10.25,-12.69165247,-1.49,Sell,866632,256617888.822948,,-0.347,114,Technology,Services,,,,,,,,
ICD,"Independence Contract Drilling, Inc.",2.72,-9.03010033,-0.27,Sell,535703,19703508.6300366,,-14.4875,300,Industrial,Services,,,,,,,,,
ICE,Intercontinental,Exchange,Inc.,118.93,0.07573208,0.09,Buy,8561708,66976050615.8306,23.75342521,5.0226,8890,Finance,,,,,,,,
ICHR,Ichor,Holdings,45.3618,3.28278689,1.4418,Neutral,537609,1286413954.57916,19.90269792,2.3119,2030,Electronic,Technology,,,,,,,,
ICLK,iClick,Interactive,Asia,Group,Limited,4.98,-8.62385321,-0.47,Sell,1140126,467206742,,-0.1209,1145,Commercial,Services,,,,,
ICLR,ICON,plc,268.82,3.86770218,10.01,Strong,Buy,1683424,21395059463.3149,38.52429005,6.8907,15730,Health,Technology,,,,,,,
ICPT,"Intercept Pharmaceuticals, Inc.",15.3,4.43686007,0.65,Sell,4556314,507978043.448276,,-5.1488,498,Health,Technology,,,,,,,,,
ICUI,"ICU Medical, Inc.",244.06,0.00409752,0.01,Strong,Buy,947596,5175938974.938,51.11823765,4.8983,7900,Health,Technology,,,,,,,,
IDA,"IDACORP, Inc.",103.01,-2.05381763,-2.16,Buy,618771,5203692651.80676,20.60461416,5.0322,1943,Utilities,,,,,,,,,,
IDCC,"InterDigital, Inc.",68.96,-0.02899391,-0.02,Neutral,404721,2117564710.91533,73.53033968,0.9615,514,Electronic,Technology,,,,,,,,,
IDEX,"Ideanomics, Inc.",2.2069,1.23394495,0.0269,Sell,28900746,1057171250.33635,,-0.2074,110,Technology,Services,,,,,,,,,
IDN,"Intellicheck, Inc.",8.97,5.03512881,0.43,Strong,Buy,364790,168029007.472603,,-0.0265,37,Electronic,Technology,,,,,,,,
IDRA,"Idera Pharmaceuticals, Inc.",1.025,-4.20560748,-0.045,Sell,1363442,54081096.7718446,,-0.1911,32,Health,Technology,,,,,,,,,
IDT,IDT,Corporation,45.47,-0.52504922,-0.24,Buy,375515,1171346098.96261,14.80932134,3.0831,1256,Communications,,,,,,,,,
IDXX,"IDEXX Laboratories, Inc.",657.87,-3.48293012,-23.74,Buy,1820958,55968902643.3008,78.90123781,8.5208,9300,Health,Technology,,,,,,,,,
IDYA,"IDEAYA Biosciences, Inc.",25.85,-2.74642588,-0.73,Buy,1172969,992711645.10728,,-0.9668,62,Health,Technology,,,,,,,,,
IEA,"Infrastructure and Energy Alternatives, Inc.",12.37,-3.20813772,-0.41,Neutral,1735300,548413710.71305,,-0.5075,3372,Industrial,Services,,,,,,,,,
IEP,Icahn,Enterprises,L.P.,-,Depositary,51.82,0.50426687,0.26,Sell,1246233,13708009014.077,,-2.4021,23833,Producer,Manufacturing,,,,,
IEX,IDEX,Corporation,218.965,0.83118438,1.805,Neutral,1437847,16640931081.1388,39.81575696,5.5411,7075,Producer,Manufacturing,,,,,,,,
IFBD,"Infobird Co., Ltd",2.58,-4.79704797,-0.13,Sell,590147,65144998.007722,16.96136215,0.1527,,Technology,Services,,,,,,,,,
IFF,"Internationa Flavors & Fragrances, Inc.",143.45,-2.80506809,-4.14,Neutral,5265109,36511572546.0349,118.19968875,1.2382,13700,Consumer,Non-Durables,,,,,,,,,
IFMK,iFresh,Inc.,1.1295,0.84821429,0.0095,Sell,212195,40970846.9131579,,0.0062,320,Retail,Trade,,,,,,,,
IFRX,InflaRx,N.V.,2.66,-9.83050847,-0.29,Sell,749160,117535492.463768,,-1.2847,49,Health,Technology,,,,,,,,
IGC,India,Globalization,Capital,Inc.,1.54,0.65359477,0.01,Neutral,3018195,78598546.8724832,,-0.2004,50,Health,Technology,,,,,,
IGMS,"IGM Biosciences, Inc.",69.61,-3.99944835,-2.9,Sell,439411,2231848950.79213,,-3.5576,107,Health,Technology,,,,,,,,,
IGT,International,Game,Technology,22.24,4.41314554,0.94,Buy,4394871,4563381013.05788,170.92846271,0.135,11048,Consumer,Services,,,,,,,
IHRT,"iHeartMedia, Inc.",24.74,1.26893164,0.31,Buy,3070127,3502566291.51764,,-2.0447,10200,Consumer,Services,,,,,,,,,
III,"Information Services Group, Inc.",8.04,4.28015564,0.33,Buy,2745676,389644546.771176,36.80781759,0.2286,1258,Commercial,Services,,,,,,,,,
IIIN,"Insteel Industries, Inc.",34.8967,-0.18106407,-0.0633,Neutral,354941,675515318.27184,14.04915809,2.5291,881,Producer,Manufacturing,,,,,,,,,
IIIV,"i3 Verticals, Inc.",25.61,-5.04263997,-1.36,Strong,Sell,727516,824850739.041096,,-0.3056,740,Technology,Services,,,,,,,,
IIPR,"Innovative Industrial Properties, Inc.",235.13,0.059577,0.14,Buy,867456,5705225508,60.90010472,4.0566,15,Finance,,,,,,,,,,
IIVI,II-VI,Incorporated,61.93,0.81393456,0.5,Neutral,3203755,6547136119.045,26.06283875,2.4959,23000,Electronic,Technology,,,,,,,,
IKNA,"Ikena Oncology, Inc.",12.655,-4.12878788,-0.545,Sell,235223,453797121.765289,,,33,Health,Technology,,,,,,,,,
IKNX,Ikonics,Corporation,27.99,2.1905805,0.6,Buy,95055,55453621.1384951,372.76422764,0.0738,58,Process,Industries,,,,,,,,
IKT,"Inhibikase Therapeutics, Inc.",2.2,-3.930131,-0.09,Sell,609904,55293360,,-0.6644,8,Health,Technology,,,,,,,,,
ILMN,"Illumina, Inc.",450.63,-1.65426333,-7.58,Neutral,2924730,66107420341.9047,86.24503959,5.2603,7800,Health,Technology,,,,,,,,,
ILPT,Industrial,Logistics,Properties,Trust,26.04,-0.53475936,-0.14,Neutral,885664,1696866886,18.2880473,1.4212,,Finance,,,,,,,
IMAB,I-MAB,67.92,-5.66666667,-4.08,Sell,1937462,5125480140,,,228,Health,Technology,,,,,,,,,
IMAC,"IMAC Holdings, Inc.",1.49,-3.87096774,-0.06,Strong,Sell,442926,37548715.8251748,,-0.3332,139,Health,Services,,,,,,,,
IMAX,Imax,Corporation,17.02,10.87947883,1.67,Sell,3034688,1010918406.54491,,-1.5693,622,Consumer,Durables,,,,,,,,
IMBI,"iMedia Brands, Inc.",5.61,0.53763441,0.03,Neutral,314471,120787848.367347,,-1.0292,780,Retail,Trade,,,,,,,,,
IMGN,"ImmunoGen, Inc.",5.625,-1.83246073,-0.105,Strong,Sell,4739705,1138527798.29041,,-0.2869,79,Health,Technology,,,,,,,,
IMH,"Impac Mortgage Holdings, Inc.",1.3099,-5.07971014,-0.0701,Sell,89215,27943683.2017164,,-0.4751,326,Finance,,,,,,,,,,
IMMR,Immersion,Corporation,7.1101,-1.7941989,-0.1299,Strong,Sell,1210301,233946633.391329,11.13880667,0.6497,54,Electronic,Technology,,,,,,,
IMNM,"Immunome, Inc.",22.86,22.57372654,4.21,Strong,Buy,1173653,268770849.566434,,-2.0014,23,Health,Technology,,,,,,,,
IMPL,"Impel NeuroPharma, Inc.",14.5563,-9.6443203,-1.5537,Sell,2927542,327656763.470282,,,63,Health,Technology,,,,,,,,,
IMRA,IMARA,Inc.,4.43,0.68181818,0.03,Sell,351631,116275404.262673,,-2.6988,27,Health,Technology,,,,,,,,
IMTE,Integrated,Media,Technology,Limited,4.8136,-11.18819188,-0.6064,Neutral,438936,44908100.2463804,,-1.5945,15,Electronic,Technology,,,,,,
IMTX,Immatics,N.V.,14.5,-2.02702703,-0.3,Buy,245106,912174981.476418,,-4.5886,198,Health,Technology,,,,,,,,
IMUX,"Immunic, Inc.",9.655,2.38600212,0.225,Sell,267585,253438341.17801,,-3.6842,28,Health,Technology,,,,,,,,,
IMVT,"Immunovant, Inc.",8.42,-2.32018561,-0.2,Sell,1786315,968290462.59789,,-1.1694,,Health,Technology,,,,,,,,,
IMXI,"International Money Express, Inc.",16.99,-3.73937677,-0.66,Buy,528093,655695946.232517,16.12175874,1.0809,769,Finance,,,,,,,,,,
INBX,"Inhibrx, Inc.",36.43,6.86418304,2.34,Strong,Buy,586795,1380413031.16906,,-2.2929,91,Health,Technology,,,,,,,,
INCY,Incyte,Corporation,74.85,5.24465692,3.73,Sell,4567870,16529520218.5805,48.26498423,1.5367,1773,Health,Technology,,,,,,,,
INDB,Independent,Bank,Corp.,70.48,-0.59238364,-0.42,Sell,441413,2323080224.49075,15.58839191,4.5107,1432,Finance,,,,,,,,
INDI,"indie Semiconductor, Inc.",10.58,-5.61998216,-0.63,Buy,3950167,1376126838.78168,,-0.4445,3,Electronic,Technology,,,,,,,,,
INDP,"Indaptus Therapeutics, Inc.",11.57,51.63826999,3.94,Sell,225485816,62546991.6409302,,-16.453,45,Health,Technology,,,,,,,,,
INFI,"Infinity Pharmaceuticals, Inc.",3.415,-3.8028169,-0.135,Buy,6315146,302977222.690616,,-0.6032,23,Health,Technology,,,,,,,,,
